ID,Dat_EC,Site Region,Site Precis,Age,Gestante,Lactation,Res1GP-ZEBVkiss,Juvinile
CCCA04029,2019-06-20,Obala,Mfomakap,J,,,0,1
CCCA04066,2019-07-16,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA04083,2019-07-16,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA04088,2019-07-16,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA04103,2019-07-17,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA04121,2019-07-18,Yaound̩,Mvog-Betsi,J,,,0,1
CCCA04122,2019-07-18,Yaound̩,Mvog-Betsi,J,,,1,1
CCCA03579,2019-02-28,Yaounde,Mvog-Betsi,,0,1,0,
CCCA03426,2019-01-19,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03433,2019-01-19,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03437,2019-01-19,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03438,2019-01-19,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03442,2019-01-19,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03445,2019-01-19,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03446,2019-01-19,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03449,2019-01-19,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03450,2019-01-20,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03451,2019-01-20,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03453,2019-01-20,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03456,2019-01-20,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03458,2019-01-20,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03463,2019-01-20,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03464,2019-01-20,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03466,2019-01-20,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03470,2019-01-21,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03471,2019-01-21,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03472,2019-01-21,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03475,2019-01-21,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03476,2019-01-21,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03483,2019-01-22,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03488,2019-01-23,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03494,2019-01-23,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03496,2019-01-23,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03498,2019-01-24,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03505,2019-01-24,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03523,2019-01-26,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03532,2019-01-27,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03537,2019-01-29,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03538,2019-01-29,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03544,2019-01-29,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03546,2019-01-29,Yaounde,Mvog-Betsi,,0,0,0,
CCCA03555,2019-01-31,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03557,2019-01-31,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03559,2019-02-01,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03573,2019-02-26,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03585,2019-03-03,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03597,2019-03-05,Obala,Mfomakap,,0,0,0,
CCCA03610,2019-03-05,Obala,Mfomakap,,0,0,0,
CCCA03612,2019-03-05,Obala,Mfomakap,,0,0,1,
CCCA03619,2019-03-06,Yaounde,Mvog-Betsi,,0,0,1,
CCCA03428,2019-01-19,Yaounde,Mvog-Betsi,,1,0,0,
CCCA03474,2019-01-21,Yaounde,Mvog-Betsi,,1,0,1,
CCCA03484,2019-01-22,Yaounde,Mvog-Betsi,,1,0,0,
CCCA03501,2019-01-24,Yaounde,Mvog-Betsi,,1,0,1,
CCCA03507,2019-01-24,Yaounde,Mvog-Betsi,,1,0,1,
CCCA03599,2019-03-05,Obala,Mfomakap,,1,0,0,
CCCA03539,2019-01-29,Yaounde,Mvog-Betsi,,,0,1,
CCCA03410,2018-12-11,Yaounde,Mvog-Betsi,,,,0,
CCCA03412,2018-12-11,Yaounde,Mvog-Betsi,,,,0,
CCCA03415,2018-12-11,Yaounde,Mvog-Betsi,,,,1,
CCCA03417,2018-12-11,Yaounde,Mvog-Betsi,,,,0,
CCCA03430,2019-01-19,Yaounde,Mvog-Betsi,,,,1,
CCCA03431,2019-01-19,Yaounde,Mvog-Betsi,,,,0,
CCCA03434,2019-01-19,Yaounde,Mvog-Betsi,,,,1,
CCCA03435,2019-01-19,Yaounde,Mvog-Betsi,,,,0,
CCCA03436,2019-01-19,Yaounde,Mvog-Betsi,,,,0,
CCCA03439,2019-01-19,Yaounde,Mvog-Betsi,,,,1,
CCCA03447,2019-01-19,Yaounde,Mvog-Betsi,,,,0,
CCCA03448,2019-01-19,Yaounde,Mvog-Betsi,,,,0,
CCCA03452,2019-01-20,Yaounde,Mvog-Betsi,,,,1,
CCCA03454,2019-01-20,Yaounde,Mvog-Betsi,,,,1,
CCCA03455,2019-01-20,Yaounde,Mvog-Betsi,,,,0,
CCCA03457,2019-01-20,Yaounde,Mvog-Betsi,,,,1,
CCCA03459,2019-01-20,Yaounde,Mvog-Betsi,,,,0,
CCCA03460,2019-01-20,Yaounde,Mvog-Betsi,,,,0,
CCCA03462,2019-01-20,Yaounde,Mvog-Betsi,,,,0,
CCCA03465,2019-01-20,Yaounde,Mvog-Betsi,,,,1,
CCCA03467,2019-01-21,Yaounde,Mvog-Betsi,,,,0,
CCCA03468,2019-01-21,Yaounde,Mvog-Betsi,,,,0,
CCCA03469,2019-01-21,Yaounde,Mvog-Betsi,,,,1,
CCCA03473,2019-01-21,Yaounde,Mvog-Betsi,,,,1,
CCCA03477,2019-01-21,Yaounde,Mvog-Betsi,,,,0,
CCCA03478,2019-01-21,Yaounde,Mvog-Betsi,,,,0,
CCCA03479,2019-01-21,Yaounde,Mvog-Betsi,,,,0,
CCCA03480,2019-01-21,Yaounde,Mvog-Betsi,,,,0,
CCCA03481,2019-01-21,Yaounde,Mvog-Betsi,,,,0,
CCCA03482,2019-01-22,Yaounde,Mvog-Betsi,,,,1,
CCCA03485,2019-01-22,Yaounde,Mvog-Betsi,,,,0,
CCCA03486,2019-01-22,Yaounde,Mvog-Betsi,,,,1,
CCCA03487,2019-01-23,Yaounde,Mvog-Betsi,,,,1,
CCCA03490,2019-01-23,Yaounde,Mvog-Betsi,,,,1,
CCCA03492,2019-01-23,Yaounde,Mvog-Betsi,,,,1,
CCCA03493,2019-01-23,Yaounde,Mvog-Betsi,,,,0,
CCCA03495,2019-01-23,Yaounde,Mvog-Betsi,,,,0,
CCCA03497,2019-01-23,Yaounde,Mvog-Betsi,,,,0,
CCCA03499,2019-01-24,Yaounde,Mvog-Betsi,,,,1,
CCCA03500,2019-01-24,Yaounde,Mvog-Betsi,,,,1,
CCCA03502,2019-01-24,Yaounde,Mvog-Betsi,,,,0,
CCCA03509,2019-01-24,Yaounde,Mvog-Betsi,,,,0,
CCCA03510,2019-01-24,Yaounde,Mvog-Betsi,,,,1,
CCCA03511,2019-01-24,Yaounde,Mvog-Betsi,,,,0,
CCCA03518,2019-01-26,Yaounde,Mvog-Betsi,,,,1,
CCCA03519,2019-01-26,Yaounde,Mvog-Betsi,,,,0,
CCCA03520,2019-01-26,Yaounde,Mvog-Betsi,,,,0,
CCCA03522,2019-01-26,Yaounde,Mvog-Betsi,,,,1,
CCCA03524,2019-01-26,Yaounde,Mvog-Betsi,,,,1,
CCCA03528,2019-01-27,Yaounde,Mvog-Betsi,,,,0,
CCCA03529,2019-01-27,Yaounde,Mvog-Betsi,,,,1,
CCCA03542,2019-01-29,Yaounde,Mvog-Betsi,,,,0,
CCCA03545,2019-01-29,Yaounde,Mvog-Betsi,,,,0,
CCCA03549,2019-01-31,Yaounde,Mvog-Betsi,,,,1,
CCCA03550,2019-01-31,Yaounde,Mvog-Betsi,,,,1,
CCCA03551,2019-01-31,Yaounde,Mvog-Betsi,,,,0,
CCCA03552,2019-01-31,Yaounde,Mvog-Betsi,,,,1,
CCCA03556,2019-01-31,Yaounde,Mvog-Betsi,,,,0,
CCCA03565,2019-02-01,Yaounde,Mvog-Betsi,,,,1,
CCCA03566,2019-02-01,Yaounde,Mvog-Betsi,,,,1,
CCCA03569,2019-02-26,Yaounde,Mvog-Betsi,,,,0,
CCCA03570,2019-02-26,Yaounde,Mvog-Betsi,,,,0,
CCCA03576,2019-02-28,Yaounde,Mvog-Betsi,,,,0,
CCCA03587,2019-03-03,Yaounde,Mvog-Betsi,,,,1,
CCCA03591,2019-03-05,Obala,Mfomakap,,,,0,
CCCA03595,2019-03-05,Obala,Mfomakap,,,,0,
CCCA03608,2019-03-05,Obala,Mfomakap,,,,0,
CCCA03609,2019-03-05,Obala,Mfomakap,,,,1,
CCCA03620,2019-03-06,Yaounde,Mvog-Betsi,,,,1,
